what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386037927713
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386037935994
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386037939133
error,log,,,"",1386038027248
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038027498
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1386038027535
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038039714
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038047878
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1386038047952
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038050775
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038058448
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1386038058488
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1386038066073
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038146346
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038153355
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038156847
error,log,,,"",1386038168464
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038168656
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1386038168724
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038177326
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038193654
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038196238
error,log,,,"",1386038212523
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038212732
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1386038212771
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038221786
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038221909
started,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1386038226164
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038227235
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.rename.element",1386038227328
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038234781
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038263492
opened,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1386038270339
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1386038270405
closed,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1386038271571
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1386038301945
executed,command,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui.format.document",1386038310032
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1386038339109
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1386038339234
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038340378
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038342125
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1386038343538
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1386038347214
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1386038347256
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1386038349478
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1386038349478
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1386038351266
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038368614
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038379264
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1386038379315
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1386038406175
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1386038406212
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1386038446123
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1386038446169
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1386038446171
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1386038458950
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1386038460277
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1386038469270
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1386038477351
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1386038480903
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038513881
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038562994
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1386038565944
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1386038576412
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038594364
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038597732
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038602669
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038612315
opened,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1386038612475
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1386038612505
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1386038641993
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038643720
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038656798
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1386038656875
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038693652
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038697373
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1386038697440
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038702003
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038707225
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1386038707317
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1386038713884
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038732074
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038735223
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1386038790359
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1386038790548
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1386038806304
opened,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1386038806728
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1386038806798
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1386038854556
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038857064
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038888932
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1386038889020
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038893316
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038894870
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1386038894940
closed,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1386038895377
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1386038904531
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038923031
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038925441
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386038936690
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386038941729
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1386038944661
opened,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386038951741
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386038951857
error,log,,,"airpush_notify.xml: Failed to convert @drawable/push_icon into a drawable",1386038957932
error,log,,,"",1386038959339
error,log,,,"palette: Failed to find style 'switchStyle' in current theme",1386038959345
error,log,,,"palette: Failed to find style 'switchStyle' in current theme",1386038959345
error,log,,,"palette: Failed to find style 'switchStyle' in current theme",1386038959346
error,log,,,"palette: Failed to find style 'switchStyle' in current theme",1386038959346
error,log,,,"palette: Failed to find style 'switchStyle' in current theme",1386038959346
error,log,,,"palette: Failed to find style 'switchStyle' in current theme",1386038959348
error,log,,,"",1386038959350
error,log,,,"airpush_notify.xml: Failed to convert @drawable/push_icon into a drawable",1386038959569
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1386038966497
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386038974066
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038976018
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038978611
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1386038978751
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038990805
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386038993162
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1386038993233
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386039013617
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039018625
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039029750
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1386039029989
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039053506
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039057663
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039160313
error,log,,,"",1386039183890
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039184237
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1386039184327
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1386039191023
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039210808
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039213477
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039216567
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039218546
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039259535
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039288109
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1386039288282
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1386039293161
error,log,,,"Unable to execute dex: Multiple dex files define Lcom/apperhand/common/dto/BaseDTO;",1386039306340
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039306415
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039309669
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039323465
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039324989
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1386039325055
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039345138
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039412579
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1386039412645
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.export",1386039412645
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039424598
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039430517
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039434325
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039468427
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1386039468551
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAutomatically",1386039471972
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1386039478418
error,log,,,"Unable to execute dex: Multiple dex files define Lcom/apperhand/common/dto/BaseDTO;",1386039502600
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039502734
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039509001
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039513925
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039523048
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1386039523198
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039528423
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039549191
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1386039549273
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039555036
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039557536
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1386039557620
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039558367
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039558705
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039578794
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039581223
activated,view,com.android.ide.eclipse.ddms,22.2.1.v201309180102-833290,"com.android.ide.eclipse.ddms.views.LogCatView",1386039605089
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039652492
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039654625
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1386039654637
opened,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386039704976
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386039705032
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386039709621
closed,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386039709621
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1386039712822
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1386039713715
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1386039715950
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1386039723300
activated,editor,com.android.ide.eclipse.adt,22.2.1.v201309180102-833290,"com.android.ide.eclipse.editors.CommonXmlEditor",1386039726428
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PropertiesFileEditor",1386039726428
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1386039727802
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039739300
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039784503
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1386039784595
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039785577
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039794052
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039799671
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039833411
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1386039833621
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1386039840135
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039847453
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039850329
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039880977
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039902635
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1386039902709
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039909971
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039911841
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1386039911996
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039912749
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039913099
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1386039917928
error,log,,,"Unable to execute dex: Multiple dex files define Lcom/apperhand/common/dto/BaseDTO;",1386039942715
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039942777
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1386039946956
